List of Listed Companies & Contact Information,,,,,,As of 15 Dec 2025,,,
Symbol,Company,Market,Industry,Sector,Address,Zip code,Tel.,Fax,Website
PRIME,PRIME ROAD POWER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"No. 1, TP&T Tower, 22nd Floor, Soi Vibhavadi Rangsit 19, Vibhavadi Rangsit Road, Chatuchak, Chatuchak Bangkok",10900,0-2105-8686,0-2257-7006,www.primeroadpower.com
PRIN,PRINSIRI PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"246 Watcharapon Road, Tha Raeng, Bangkhen Bangkok",10220,0-2022-8988,-,http://www.prinsiri.com
PRINC,PRINCIPAL CAPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"23rd Floor, Bangkok Business Center, 29 Sukhumvit 63, Klongton Nua, Wattana Bangkok",10110,0-2714-2171-3,0-2714-2185,www.principalcapital.co.th
PRM,PRIMA MARINE PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,"No. 80 Soi Bangna-Trad 30, Bangna Tai Sub-district, Bangna District Bangkok",10260,0-2016-0190-4,0-2016-0199,www.primamarine.co.th
PROEN,PROEN CORP PUBLIC COMPANY LIMITED,mai,Technology,-,"72 NT Bangrak Building 4th, 18th Fl., Charoen Krung Road, Bangrak, Bangrak Bangkok",10500,"0-2690-3888, 0-2639-7888","0-2639-7892, 0-2691-1898",https://www.proen.co.th/
PROS,PROSPER ENGINEERING PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"11 Soi Nakniwat 20, Nakniwat Road, Ladphrao Bangkok",10230,0-2514-3113,-,www.prosperengineering.co.th
PROSPECT,PROSPECT LOGISTICS AND INDUSTRIAL FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund & REITs,"No. 345, 345 Surawong Building, 5th Floor, Surawong Road, Suriyawong, Bangrak Bangkok",10500,0-2697-3788,0-2697-3794,www.prospectreit.com
PROUD,PROUD REAL ESTATE PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"No. 548, One City Centre, 19th Floor, Unit. No. 1902-1903, Ploenchit Road, Lumpini Subdistrict, Pathumwan District Bangkok",10330,0-2035-0999,0-2035-0998,www.proudrealestate.co.th
PRTR,PRTR Group Public Company Limited,SET,Services,Professional Services,"2034/82 Ital-Thai Tower, 18th Floor, New Petchburi Road, Bangkapi, Huaykwang Bangkok",10310,0-2716-0000,-,https://www.prtr.com/
PSGC,PSG CORPORATION PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"11/1 AIA Sathorn Tower, 9th Floor, South Sathorn Road, Yannawa, Sathorn Bangkok",10120,0-2018-7190-8,0-2018-7199,www.psgcorp.co.th
PSH,PRUKSA HOLDING PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"1177, Pearl Bangkok Building, Phahonyothin Road, Phayathai Sub-District, Phayathai District Bangkok",10400,0-2080-1739,0-2080-1700,http://www.psh.co.th
PSL,PRECIOUS SHIPPING PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,"No. 8, North Sathorn Road, G, 7th, 8th and 9th floors, Silom, Bangrak Bangkok",10500,0-2696-8800,"0-2236-7654, 0-2633-8460",www.preciousshipping.com
PSP,P.S.P.Specialties Public Company Limited,SET,Industrials,Industrial Materials & Machinery,"1 Borommaratchachonnani Rd. Arun Amarin, Bangkok Noi Bangkok",10700,0-2434-0540,0-2433-6016,www.psp.co.th
PSTC,POWER SOLUTION TECHNOLOGIES PUBLIC COMPANY LIMITED,mai,Resources,-,"No.389 PSTC Building, Vibhavadi Rangsit Road, Samsen Nai Subdistrict, Phaya Thai District Bangkok",10400,0-2526-9999,0-2408-6235,http://www.pst.co.th
PT,PREMIER TECHNOLOGY PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"PREMIER CORPORATE PARK BUILDING, 1 SOI PREMIER 2, SRINAKARIN ROAD, NONGBON, PRAWET Bangkok",10250,"0-2301-1000,0-2301-1550",0-2398-2816,www.premier-technology.co.th
PTC,PREMIER TANK CORPORATION PUBLIC COMPANY LIMITED,mai,Resources,-,"No. 2034/69 Italthai Tower, 15th Floor, New Petchburi Road, Bangkapi, Huai Khwang Bangkok",10310,0-2318-4013,0-2318-4014,www.premiertankcorp.com
PTECH,PLUS TECH INNOVATION PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,"41/1 SOI WATSUANSOM, PUCHAOSAMINGPHRAI ROAD, PHRA PRADAENG Samut Prakarn",10130,"0-2394-4374-5, 0-2754-2650",0-2384-0917,www.plustech.co.th
PTG,PTG ENERGY PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"90 CW Tower A (33rd), Ratchadaphisek Road, Huaykwang Bangkok",10310,"0-2168-3377, 0-2168-3388","0-2168-3379, 0-2168-3389",www.ptgenergy.co.th
PTL,POLYPLEX (THAILAND) PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,"OCEAN TOWER II, FLOOR 18, 75/26 SOI SUKHUMVIT 19, NORTH KLONGTOEY, WATTHANA Bangkok",10110,0-2665-2706-8,0-2665-2705,www.polyplexthailand.com
PTT,PTT PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"555 VIBHAVADI RANGSIT ROAD, CHATUCHAK Bangkok",10900,0-2537-2000,0-2537-3498-9,http://www.pttplc.com
PTTEP,PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"555/1 Energy Complex Building A, Floors 19-36 Vibhavadi Rangsit Road, Chatuchak Bangkok",10900,0-2537-4000,0-2537-4444,www.pttep.com
PTTGC,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,"555/1 Energy Complex Building A, 18th Floor, Vibhavadi Rangsit Road, Chatuchak, Chatuchak Bangkok",10900,0-2265-8400,0-2265-8500,www.pttgcgroup.com
PYLON,PYLON PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"252 SPE Tower, 14th Floor, Phahon Yothin Rd., Sam Sen Nai Subdistrict, Phayathai District Bangkok",10400,0-2615-1259,0-2615-1258,www.pylon.co.th
Q-CON,QUALITY CONSTRUCTION PRODUCTS PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"BANG PA-IN INDUSTRIAL ESTATE, 144 MOO 16, UDOMSORAYUTH ROAD, TAMBOL BANGKRASAN, AMPHOR BANG PA-IN Ayutthya",13160,"0-3522-1271, 0-3525-9134","0-3521-2270, 0-3522-1273",www.qcon.co.th
QDC,QUANTUM D C PUBLIC COMPANY LIMITED,mai,Agro & Food Industry,-,"TFD Building No.18 Soi Sathorn 11, yaeg 9, Khwaeng yannava, Ket Sathorn Bangkok",10120,0-2286-9959,-,https://qdc-th.listedcompany.com/home.html/page/home
QH,QUALITY HOUSES PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"Q.HOUSE LUMPINI BUILDING, FLOOR 7, 1 SOUTH SATHORN ROAD, TUNG MAHAMAEK, SATHON Bangkok",10120,"0-2343-8888, 0-2677-7000",-,www.qh.co.th
QHBREIT,Quality Houses Business Complex Leasehold Real Estate Investment Trust,SET,Property & Construction,Property Fund & REITs,"1 Q. House Lumpini Building 14th Floor, South Satthorn Road, Thungmahamek, Sathorn Bangkok",10120,0-2286-3484,0-2286-3585,-
QHHRREIT,Quality Houses Hotel and Residence Freehold and Leasehold Real Estate Investment Trust,SET,Property & Construction,Property Fund & REITs,"1 Q. House Lumpini Building14th Floor, South Sathon Road, Tungmahamek, Sathon Bangkok",10120,0-2286-3484,0-2286-3585,http://www.lhfund.co.th
QHOP,QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund & REITs,"23A, 25 Floor, Asia Centre Building, 173/27-30, 32-33 South Sathon Road, Thungmahamek, Sathon Bangkok",10120,0-2786-2000,0-2786-2370-74,-
QLT,QUALITECH PUBLIC COMPANY LIMITED,mai,Services,-,"21/3 Banplong Road, Maptaput Sub-district, Muang District Rayong",21150,0-3869-1408-10,0-3869-2028,www.qualitechplc.com
QTC,QTC ENERGY PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,"2/2 SOI KRUNGTHEP KRITHA 8 (5)., HUAMARK BANGKAPI Bangkok",10240,0-2379-3089-92,0-2379-3097,www.qtc-energy.com
QTCG,QTCG PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"Soi Ramkhamhang 187 Yaek 2, Minburi Bangkok",10510,02-917-5888,-,www.qtcg.co.th
RABBIT,RABBIT HOLDINGS PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"No. 1000/9 BTS Visionary Park - South Tower, Unit No. 2404-2407, 24th Floor, Phahonyothin Road, Chomphon Sub-district, Chatuchak District Bangkok",10900,0-2027-8778,0-2273-8858,www.rabbitholdings.co.th
RAM,RAMKHAMHAENG HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"436 RAMKHAMHAENG ROAD, HUAMARK, BANG KAPI Bangkok",10240,0-2743-9999,0-2374-0804,www.ram-hosp.co.th
RATCH,RATCH GROUP PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"72 Ngam Wong Wan Road Bangkhen, Muang Nonthaburi",11000,0-2794-9999,0-2794-9998,www.ratch.co.th
RBF,R&B FOOD SUPPLY PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"9 Soi Pho Kaew 3, Yaek 17, Klongchan, Bangkapi Bangkok",10240,0-2946-6813-18,-,https://www.rbfoodsupply.co.th
RCL,REGIONAL CONTAINER LINES PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,"PAJATHANI TOWER,FLOOR 30, 127/35 RAJADAPISEK ROAD, YAN NAWA Bangkok",10120,"0-2296-1096, 0-2296-1093",0-2296-1098,http://www.rclgroup.com
READY,READYPLANET PUBLIC COMPANY LIMITED,mai,Technology,-,"No.51 Major Tower Rama 9 - Ramkumhang Building 17th Floor, Room No.1701-1706, Rama 9 Road, Hua Mak Sub-district, Bangkapi District Bangkok",10240,0-2016-6789,0-2016-6901,www.readyplanet.com
RICHY,RICHY PLACE 2002 PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"667/15 7th Floor, Attaboon Building, Charonsanitwong Road, Arunamarin Sub-district, Bangkok Noi District Bangkok",10700,0-2886-1817,0-2886-1060,www.richy.co.th
RJH,RAJTHANEE HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"111 Moo 3, Rojana Road, Khlong Suan Phlu Sub-district, Phra Nakhon Si Ayutthaya District Ayutthya",13000,0-3533-5555-71,0-3533-5555 ext 878,www.rajthanee.com
RML,RAIMON LAND PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"No. 548 One City Centre Building, 54th Floor, Ploenchit Road, Lumphini, Pathum Wan Bangkok",10330,0-2029-1889,0-2029-1891,www.raimonland.com
ROCK,ROCKWORTH PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,"294-300 ASOKE-DINDAENG ROAD, BANGKAPI, HUAI KHWANG Bangkok",10310,0-2123-8888,-,www.rockworth.com
ROCTEC,ROCTEC GLOBAL PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"1000/9 BTS Visionary Park - South Tower, Unit No. 1801 - 1807, 18th Floor, Phahonyothin Road, Chomphon Sub-district, Chatuchak District Bangkok",10900,0-2938-3388,0-2938-3489,https://www.roctecglobal.co.th
ROH,ROYAL ORCHID HOTEL (THAILAND) PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,"2 CAPTAIN BUSH LANE, NEW ROAD, BANG RAK Bangkok",10500,0-2266-0123,0-2236-6646,www.royalorchidsheraton.com
ROJNA,ROJANA INDUSTRIAL PARK PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"26th Floor, Italthai Tower 2034/115 New Petchburi Road Bangkapi, Huaykwang Bangkok",10310,0-2716-1750-7,0-2716-1758-9,www.rojana.com
RP,RAJA FERRY PORT PUBLIC COMPANY LIMITED,mai,Services,-,"25/1, Village No. 8, Mittraphap Road, Don Sak Sub-district, Don Sak District Surat Thani",84220,"0-7737-2800-2, 0-2277-4488","0-7737-2804, 0-2277-8521",http://www.rajaferryport.com
RPC,RPCG PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"No. 86/2 Sammakorn Place, Ramkhamhaeng Road, Saphansoong Bangkok",10240,0-2372-3600,0-2372-3327,www.rpcthai.com
RPH,RATCHAPHRUEK HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"456 Moo14, Mittraphap Rd., Muang Khon Kaen",40000,0-4333-3555,-,http://www.rph.co.th
RS,RS PUBLIC COMPANY LIMITED,SET,Services,Commerce,"27 RS Group Bldg., Tower A, Prasert-Manukitch Road, Sena Nikhom, Chatuchak Bangkok",10900,0-2037-8888,-,http://www.rs.co.th
RSP,RICH SPORT PUBLIC COMPANY LIMITED,SET,Services,Commerce,"1152, Punn Tower, 18th Floor, Room No. 1801 - 1805 and 1808, Rama 4 Road, Klong Toei , Klong Toei Bangkok",10110,0-2249-8709,0-2249-8711,www.richsport.co.th
RT,RIGHT TUNNELLING PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"No. 292 Moo 4, Bangna-Trad (KM 26) Rd., Bangbor, Bangbor Samut Prakarn",10560,0-2313-4848,"0-2313-4849, 4787",https://www.rtco.co.th/
RWI,RAYONG WIRE INDUSTRIES PUBLIC COMPANY LIMITED,mai,Industrial,-,"Maptapud Industrial Estate, No. 5, I-5 Rd., Maptapud, Muang Rayong",21150,0-3868-4522-7,0-3868-4490,www.rwi.co.th
S,SINGHA ESTATE PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"No. 123 Suntowers Building B, 40th Floor, Vibhavadi-Rangsit Road, Chom Phon, Chatuchak Bangkok",10900,0-2050-5555,0-2617-6444-5,http://www.singhaestate.co.th
S&J,S & J INTERNATIONAL ENTERPRISES PUBLIC COMPANY LIMITED,SET,Consumer Products,Personal Products & Pharmaceuticals,"No. 549/2 Sathu Pradit Rd., Chong Nonsi Subdistrict, Yannawa District Bangkok",10120,0-2676-2727,0-2676-2726,www.snjinter.com
S11,S 11 GROUP PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"888 Soi Chatuchot 10, Chatuchot, Ao-ngoen, Sai-Mai Bangkok",10220,"0-2790-0888 , 0-2022-8888",0-2158-7948,http://www.sgroup.co.th
SA,SIAMESE ASSET PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"1077/48 Phahon Yothin Road, Phaya Thai Sub-districts, Phaya Thai District Bangkok",10400,"0-2617-1555, 1306",0-2617-1591,www.siameseasset.co.th
SAAM,SAAM DEVELOPMENT PUBLIC COMPANY LIMITED,mai,Resources,-,"141 Major Tower Thonglor 10th Floor, Room no. 2.2 Soi Sukhumvit 63 (Ekamai), Sukhumvit Road, Klongton Nua, Wattana Bangkok",10110,0-2096-1936-7 Ext. 105,0-2096-1936-7 Ext. 111,www.saam.co.th
SABINA,SABINA PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,"177 Moo 8, Wangkaithurn, Hanka Chainart",17130,"0-5643-7156-8, 0-2422-9400","0-5643-7159, 0-2434-5911",www.sabina.co.th
SAF,S.A.F. SPECIAL STEEL PUBLIC COMPANY LIMITED,mai,Industrial,-,"110 Thientalay 24, Bangkhunthien-Chytalay Road, Ta-kam Sub-district, Bangkhunthien District Bangkok",10150,0-2897-4800-3,0-2897-4805,https://www.saf.co.th/
SAFE,Safe Fertility Group Public Company Limited,SET,Services,Health Care Services,"496-502 Amarin Plaza 17th Floor Ploenchit Rd., Lumpini Pathumwan Bangkok",10330,0-2252-3833,0-2252-3833,www.safefertilitygroup.com
SAK,SAKSIAM LEASING PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"49/47 Chetsada Bodin Road., Tha It, Muang Uttaradit Uttradit",53000,0-5544-4495,0-5544-0371,www.saksiam.com
SALEE,SALEE INDUSTRY PUBLIC COMPANY LIMITED,mai,Industrial,-,"18 MOO 10 TAMBOL KLONG SI, AMPHOE KHLONG LUANG Pathum Thani",12120,0-2529-5968-99,0-2529-5958-59,www.saleeind.com
SAM,SAMCHAI STEEL INDUSTRIES PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"75/14,75/17, 85 MOO 5, SOI WAT SOPANARAM, EKKACHAI ROAD TAMBOL KOKKHAM, AMPHOE MUEANG Samut Sakhon",74000,0-3483-3891-3,0-3483-3895,www.samchaisteel.com
SAMART,SAMART CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"SOFTWARE PARK BLDG.,FL.35, 99/1 MOO 4, CHANGE WATTANA RD., AMPHOE PAK KRET Nonthaburi",11120,"0-2502-6000, 0-2975-5777",0-2502-6186,www.samartcorp.com
SAMCO,SAMMAKORN PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"Spring Tower Building, 21st Floor, 188 Phayathai Road, Thung Phayathai, Ratchathewi Bangkok",10400,0-2106-8300,-,www.sammakorn.co.th
SAMTEL,SAMART TELCOMS PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"SOFTWARE PARK BUILDING FLOOR 29, 99/7 MOO 4, PAK KRET Nonthaburi",11120,0-2502-6000,0-2583-8696,www.samtel.com
SANKO,SANKO DIECASTING (THAILAND) PUBLIC COMPANY LIMITED,mai,Industrial,-,"3/14 Rojana Industrial Park, Moo 2, Tambol Nong Bua, Amphur Ban Khai Rayong",21120,"0-3301-0701-5, 0-2597-9780-2",0-3301-0706-8,www.sankothai.net
SAPPE,SAPPE PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"9/3 Bang Chan Industrial Estate, Soi Seri Thai 56, Seri Thai Road, Khanna Yao Sub-district, Khanna Yao District Bangkok",10230,0-2319-4949,0-2319-7337,www.sappe.com
SAT,SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,"215 Moo 2, Debaratna Road, Tambol Bang Chalong, Amphur Bangplee Samut Prakarn",10540,0-2080-8123,0-2080-8268,www.satpcl.co.th
SAUCE,THAITHEPAROS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"208 MOO 6, THAIBAN ROAD, THAIBAN, AMPHOE MUANG Samut Prakarn",10280,0-2703-4444,0-2387-1163,www.gmsauce.com
SAV,Samart Aviation Solutions Public Company Limited,SET,Services,Transportation & Logistics,"99/11 Moo 4 Software Park Building, Floor 25 Chaeng Wattana Road, Klong Gluar Sub-District, Pak Kret District Nonthaburi",11120,0-2502-6000,-,www.samartaviation.com
SAWAD,SRISAWAD CORPORATION PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"99/392 Srisawad Building, 4,6 floor, Chaeng Watthana Road, Thungsonghong, Laksi Bangkok",10210,0-2693-5555,0-2573-1565,http://www.meebaanmeerod.com
SAWANG,SAWANG EXPORT PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,"307-307/1-4, 56, 305 SURAWONG ROAD, BANG RAK Bangkok",10500,"0-2266-5571, 0-2266-4422","0-2236-5271, 0-2237-7824",-
SC,SC ASSET CORPORATION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"1010 VIPHAVADI RANGSIT ROAD, CHATUCHAK Bangkok",10900,0-2949-2000,0-2949-2134,www.scasset.com
SCAP,SRISAWAD CAPITAL 1969 PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"99/392 Srisawad Building, 1,5,6 floor, Chaeng Watthana Road, Thungsonghong, Laksi Bangkok",10210,0-2073-0677,0-2073-0670,www.srisawadcapital.co.th
SCB,SCB X PUBLIC COMPANY LIMITED,SET,Financials,Banking,"9 Ratchadapisek Rd., Jatujak Bangkok",10900,0-2180-8155,0-2937-7931,www.scbx.com
SCC,THE SIAM CEMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"1 SIAM CEMENT ROAD, BANG SU Bangkok",10800,"0-2586-3333, 0-2586-4444","0-2587-2199, 0-2587-2201",www.scg.com
SCCC,SIAM CITY CEMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"3/F, 10/F., and 12/F., Column Tower, No. 199 Ratchadapisek Road, Klongtoey Bangkok",10110,0-2797-7000,0-2797-7001-2,http://www.siamcitycement.com
SCG,RATCH PATHANA ENERGY PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"636 MOO 11 SUKAPHIBAN 8 ROAD, TAMBOL NONGKHARM, AMPHOR SI RACHA Chonburi",20230,0-3848-1555,0-3848-1551,https://www.ratchpathana.com
SCGD,SCG DECOR PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"1 Siam Cement Road, Bang Su, Bang Su Bangkok",10800,"0-2586-3333,0-2586-5474",-,www.scgdecor.com
SCGP,SCG PACKAGING PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,"1 Siam Cement Road, Bangsue, Bangkok",10800,0-2586-2894,0-2586-3007,www.scgpackaging.com
SCI,SCI ELECTRIC PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,"107/1 Moo 1 Bangna-Trad Km.27 Road, Bangbor Samut Prakarn",10560,0-2338-1414-9,0-2708-0326-7,http://www.sci-mfgr.com
SCL,S.C.L. Motor Part Public Company Limited,mai,Industrial,-,"58-60-62-64 Chaloem Khet 3 Rd. Khwaeng Wat Thep Sirin, Pom Prap Sathu Phai District Bangkok",10100,0-2226-1909,0-2224-4122,https://www.sclmotorpart.com
SCM,SUCCESSMORE BEING PUBLIC COMPANY LIMITED,SET,Services,Commerce,"10/1-2 Ratchadapisek Road, Chatuchak Sub-District, Chatuchak District Bangkok",10900,0-2511-5955,0-2511-5944,http://www.successmore.com
SCN,SCAN INTER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"355 Bond Street, Bang Phut, Pak Kret Nonthaburi",11120,0-2503-4116-21,0-2503-4400,www.scan-inter.com
SCP,SOUTHERN CONCRETE PILE PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"SSP TOWER, FLOOR 17, 555 SUKHUMVIT 63 ROAD, NORTH KLONGTON, WATTHANA Bangkok",10110,0-2711-5134,0-2382-0351-2,www.scp.co.th
SDC,SAMART DIGITAL PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"99/2 Moo 4, Software Park, 34 Fl., Chaengwattana Rd., Klong Gluar, Pak-kred Nonthaburi",11120,0-2502-6000,0-2502-6900,www.samartdigital.com
SE,SIAMEAST SOLUTIONS PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,"15/1 Highway-Rayong No.3191 Road, T. Huey-Pong, A. Muangrayong Rayong",21150,0-3868-2540,0-3868-2539,www.siameastsolutions.com
SEAFCO,SEAFCO PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"144 PHAYASUREN ROAD, BANGCHAN, KHLONG SAM WA Bangkok",10510,"0-2919-3354-6, 0-2919-0090-7","0-2919-0098, 0-2518-3088",http://seafco.co.th
SEAOIL,SEA OIL PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"88 Soi Bangna-Trad 30, Debaratna Road, Bangna-Tai, Bangna Bangkok",10260,0-2398-9850-1,0-2398-9852,www.seaoilthailand.com
SECURE,NFORCE SECURE PUBLIC COMPANY LIMITED,mai,Technology,-,"9/2 The Synchronized, Soi Ratchadapisek 18, Ratchadapisek Road, Huaikhwang Bangkok",10310,0-2274-0984,-,www.nforcesecure.com
SE-ED,SE-EDUCATION PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,"1858/87-90 Debaratna Road, Bangna Tai, Bangna Bangkok",10260,0-2826-8000,0-2826-8999,www.se-ed.com
SEI,"SEI MEDICAL PUBLIC CO., LTD.",mai,Consumer Products,-,"546 Ratchada One Building, Floor 7 th, Ratchadaphisek Road, ChanKasem, Chatuchak Bangkok",10900,0-2561-3691-3,0-2561-3694,www.sei.co.th
SELIC,SELIC CORP PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,"270 Liapkhlongphasicharoenfangtai Road, Nongkhaem Bangkok",10160,0-2807-3347-9,0-2807-9453,http://seliccorp.com/
SENA,SENADEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"448 Thanyalakpark Building, Ratchadapisek 26, Khwaeng Samsen Nok, Khet Huai Khwang Bangkok",10310,02-541-4642,02-541-5164,www.sena.co.th
SENX,SEN X PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"No.542, Senafest Shopping Center Building, 1 floor Charoen Nakhon Road, Khlong Ton Sai Subdistrict Khlong San District Bangkok",10600,0-2897-8888,0-2897-8822,http://www.senxgroup.com
SFLEX,STARFLEX PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,"189/48-49 Moo 3, Bangprieng, Bangbo Samut Prakarn",10560,0-2708-2555,0-2708-2355,www.starflex.co.th
SFT,SHRINKFLEX (THAILAND) PUBLIC COMPANY LIMITED,mai,Industrial,-,"88/8 Moo 12, Bangpakong, Bangpakong, Chachoengsao Chacherngsao",24130,0-3808-6483,-,www.shrinkflexthailand.com
SGC,SG Capital Public Company Limited,SET,Financials,Finance & Securities,"72 NT Bangrak Tower, 20 Fl. Charoen Krung Rd. Bang Rak, Bang Rak Bangkok",10500,0-2028-2828,-,www.sgcapital.co.th
SGF,SGF CAPITAL PUBLIC COMPANY LIMITED,mai,Financials,-,"89/1 3rd Floor, Kasemsup building, Vibhavadi Rangsit Road, Chomphon, Chatuchak Bangkok",10900,0-2232-1789,0-2232-1790,www.sgfcap.com
SGP,SIAMGAS AND PETROCHEMICALS PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"553 The Palladium Tower A, Floor 30, Ratchaprarop Road, Makkasan, Rajthevee Bangkok",10400,0-2120-9999,0-2250-6008,www.siamgas.com
